salesid,listid,sellerid,buyerid,eventid,dateid,qtysold,pricepaid,commission,saletime
3481,3757,39943,2875,3683,1975,3,324.00,48.60,2008-05-29 06:08:36
3697,4001,33272,4594,7733,1975,2,332.00,49.80,2008-05-29 03:24:47
3750,4053,45111,43228,5357,1975,2,290.00,43.50,2008-05-29 05:35:34
517,519,41472,7833,1576,1976,1,71.00,10.65,2008-05-30 09:00:30
738,760,26369,8880,2807,1976,2,66.00,9.90,2008-05-30 08:49:20
2144,2298,39371,3710,4685,1976,2,348.00,52.20,2008-05-30 03:04:57
2223,2392,25108,11640,3401,1976,1,140.00,21.00,2008-05-30 06:34:22
2330,2500,34787,18066,1562,1976,4,952.00,142.80,2008-05-30 12:21:08
2338,2505,14987,5663,681,1976,1,240.00,36.00,2008-05-30 12:45:50
2747,2955,25769,31112,1737,1976,4,364.00,54.60,2008-05-30 09:06:07
3108,3323,18074,9227,4714,1976,2,416.00,62.40,2008-05-30 03:02:50
3668,3964,39097,33388,7525,1976,1,83.00,12.45,2008-05-30 02:00:30
2804,2998,38407,37287,7214,1977,4,724.00,108.60,2008-05-31 12:03:49
2919,3110,42327,15521,493,1977,3,585.00,87.75,2008-05-31 05:27:24
2938,3139,28351,34596,3221,1977,1,130.00,19.50,2008-05-31 06:16:16
3482,3757,39943,4840,3683,1977,4,432.00,64.80,2008-05-31 06:11:23
774,788,49963,13020,5962,1978,1,123.00,18.45,2008-06-01 12:11:28
2712,2917,2807,12400,6811,1978,1,27.00,4.05,2008-06-01 07:01:48
3578,3864,21126,21759,2220,1978,2,408.00,61.20,2008-06-01 10:18:59
2091,2236,49304,33111,1638,1923,2,272.00,40.80,2008-04-07 11:22:06
2546,2730,41850,5422,3207,1923,4,648.00,97.20,2008-04-07 11:45:16
2930,3133,34817,17352,6740,1923,1,108.00,16.20,2008-04-07 05:54:42
795,813,17328,17510,2462,1924,2,178.00,26.70,2008-04-08 02:42:05
1277,1344,14496,23143,3239,1924,2,178.00,26.70,2008-04-08 06:19:42
2551,2738,37527,2223,1368,1924,2,186.00,27.90,2008-04-08 12:00:53
400,402,17144,22594,7163,1925,2,130.00,19.50,2008-04-09 08:04:08
447,443,14217,15912,1393,1925,2,402.00,60.30,2008-04-09 01:42:19
580,589,43474,209,3196,1925,1,69.00,10.35,2008-04-09 04:04:55
713,740,38457,11548,5897,1925,1,241.00,36.15,2008-04-09 06:05:13
3101,3318,16633,873,6669,1925,1,135.00,20.25,2008-04-09 02:27:45
432,433,15453,8806,6496,1926,4,196.00,29.40,2008-04-10 11:20:30
622,629,34057,17951,1543,1926,1,68.00,10.20,2008-04-10 09:09:45
837,851,23763,18582,4576,1926,2,286.00,42.90,2008-04-10 06:35:39
1145,1193,7193,41491,5224,1926,1,151.00,22.65,2008-04-10 09:02:55
1540,1632,25385,33995,1093,1926,2,404.00,60.60,2008-04-10 02:37:47
1772,1888,49266,27364,7658,1926,1,189.00,28.35,2008-04-10 05:25:48
2090,2236,49304,35295,1638,1926,1,136.00,20.40,2008-04-10 11:21:24
2720,2927,14532,10424,4941,1926,2,368.00,55.20,2008-04-10 07:27:31
1792,1907,13153,14705,2173,1927,1,54.00,8.10,2008-04-11 06:21:19
2206,2378,455,8357,8001,1927,1,225.00,33.75,2008-04-11 05:54:47
2884,3077,48513,24982,6944,1927,4,248.00,37.20,2008-04-11 04:10:17
354,351,36019,18756,2718,1928,1,21.00,3.15,2008-04-12 01:34:48
679,695,18352,4302,6851,1928,1,188.00,28.20,2008-04-12 03:14:12
712,740,38457,14143,5897,1928,2,482.00,72.30,2008-04-12 06:04:05
1530,1624,25246,15267,2558,1928,1,75.00,11.25,2008-04-12 01:52:21
2236,2409,20914,1332,5023,1928,2,468.00,70.20,2008-04-12 07:15:59
2315,2484,2678,13076,7524,1928,1,248.00,37.20,2008-04-12 11:09:42
2335,2503,32273,6888,8469,1928,2,62.00,9.30,2008-04-12 12:42:16
2916,3109,13443,2043,1183,1928,1,158.00,23.70,2008-04-12 05:22:47
3373,3659,4899,5891,4729,1928,4,940.00,141.00,2008-04-12 01:29:29
3411,3690,40988,24127,6219,1928,4,308.00,46.20,2008-04-12 03:39:26
3460,3737,43247,4375,1427,1928,2,58.00,8.70,2008-04-12 05:28:30
431,433,15453,11415,6496,1929,3,147.00,22.05,2008-04-13 11:14:48
671,681,42448,15212,5143,1929,1,158.00,23.70,2008-04-13 02:16:56
1234,1295,28256,1554,7132,1929,2,310.00,46.50,2008-04-13 03:31:55
2320,2490,47174,1284,8417,1929,3,375.00,56.25,2008-04-13 11:26:43
3744,4050,4787,13300,7288,1929,2,120.00,18.00,2008-04-13 05:16:28
194,210,10688,26331,3782,1930,1,144.00,21.60,2008-04-14 12:57:56
403,404,38104,15085,1335,1930,1,161.00,24.15,2008-04-14 08:15:35
1011,1024,41319,2122,5074,1930,2,470.00,70.50,2008-04-14 09:47:41
1025,1041,6704,20350,6205,1930,2,238.00,35.70,2008-04-14 11:35:38
2225,2394,23412,14077,1349,1930,4,252.00,37.80,2008-04-14 06:34:24
2336,2503,32273,8928,8469,1930,3,93.00,13.95,2008-04-14 12:44:15
2966,3163,9743,12240,5044,1930,1,74.00,11.10,2008-04-14 07:41:47
2965,3163,9743,12968,5044,1931,3,222.00,33.30,2008-04-15 07:39:55
3100,3318,16633,6084,6669,1931,4,540.00,81.00,2008-04-15 02:25:30
3257,3505,36199,9227,7045,1931,2,192.00,28.80,2008-04-15 09:01:43
2040,2183,44616,24119,5714,1932,1,63.00,9.45,2008-04-16 07:29:58
3106,3322,37784,35872,5140,1932,1,193.00,28.95,2008-04-16 02:53:43
1314,1385,17051,11921,361,1933,2,410.00,61.50,2008-04-17 09:25:04
1441,1520,17431,4188,2082,1933,2,434.00,65.10,2008-04-17 06:24:05
1504,1585,24831,43510,4111,1933,2,340.00,51.00,2008-04-17 11:34:56
1809,1924,48962,31629,3998,1933,2,206.00,30.90,2008-04-17 07:04:13
2554,2741,1537,24177,8689,1933,1,140.00,21.00,2008-04-17 12:04:00
3104,3322,37784,37470,5140,1933,3,579.00,86.85,2008-04-17 02:49:07
3229,3472,18456,6303,5906,1933,1,54.00,8.10,2008-04-17 07:52:49
3375,3659,4899,10305,4729,1933,3,705.00,105.75,2008-04-17 01:36:51
205,218,48129,34290,7895,1934,2,164.00,24.60,2008-04-18 02:37:22
1316,1385,17051,12969,361,1934,4,820.00,123.00,2008-04-18 10:01:34
2317,2484,2678,17676,7524,1934,2,496.00,74.40,2008-04-18 11:17:13
2420,2594,809,4188,8225,1934,2,402.00,60.30,2008-04-18 04:59:21
3376,3659,4899,10879,4729,1934,2,470.00,70.50,2008-04-18 01:38:25
3508,3781,17092,2298,2807,1934,4,928.00,139.20,2008-04-18 07:17:03
305,308,6829,31291,6617,1935,1,175.00,26.25,2008-04-19 06:24:59
1062,1078,41981,10175,8608,1935,1,40.00,6.00,2008-04-19 02:25:59
1216,1276,28581,1393,6285,1935,4,516.00,77.40,2008-04-19 02:30:59
1719,1831,40909,781,5530,1935,4,964.00,144.60,2008-04-19 01:53:57
2226,2394,23412,18225,1349,1935,5,315.00,47.25,2008-04-19 06:36:44
26,24,24459,15686,1260,1936,2,328.00,49.20,2008-04-20 12:17:14
1023,1036,23225,21327,7895,1936,2,46.00,6.90,2008-04-20 11:18:45
1750,1860,14303,33775,5423,1936,1,51.00,7.65,2008-04-20 04:13:55
2321,2490,47174,7102,8417,1936,4,500.00,75.00,2008-04-20 11:28:38
1373,1446,33747,33715,8685,1937,3,213.00,31.95,2008-04-21 01:12:41
2207,2378,455,17078,8001,1937,4,900.00,135.00,2008-04-21 05:56:50
2867,3064,37318,10086,2952,1937,2,296.00,44.40,2008-04-21 03:08:59
3195,3430,38868,3212,2895,1937,3,291.00,43.65,2008-04-21 06:33:36
680,695,18352,12532,6851,1938,2,376.00,56.40,2008-04-22 03:14:35
777,790,9141,16237,2302,1938,1,209.00,31.35,2008-04-22 12:29:02
471,469,25998,3911,6504,1939,1,86.00,12.90,2008-04-23 03:53:17
739,764,26124,729,8012,1939,1,20.00,3.00,2008-04-23 09:01:25
1994,2142,34584,2605,5898,1939,2,362.00,54.30,2008-04-23 05:30:15
2954,3155,40825,23440,6529,1939,2,278.00,41.70,2008-04-23 07:02:07
3079,3294,32453,15317,1528,1939,2,270.00,40.50,2008-04-23 01:24:59
3291,3562,10780,9550,8326,1939,1,171.00,25.65,2008-04-23 10:25:01
3618,3906,48841,41054,8004,1939,2,256.00,38.40,2008-04-23 11:40:58
3732,4028,31242,11640,3860,1939,1,145.00,21.75,2008-04-23 04:43:55
404,404,38104,23450,1335,1940,4,644.00,96.60,2008-04-24 08:25:24
451,449,43002,1804,8492,1940,2,384.00,57.60,2008-04-24 01:49:36
686,706,6733,20452,7312,1940,3,354.00,53.10,2008-04-24 04:06:12
758,777,39401,3849,6125,1940,1,157.00,23.55,2008-04-24 10:39:54
831,848,39467,4622,4193,1940,2,290.00,43.50,2008-04-24 06:05:00
2900,3089,19632,2071,6961,1979,2,60.00,9.00,2008-06-02 04:47:20
805,823,43858,33337,6730,1980,2,342.00,51.30,2008-06-03 04:21:05
1050,1065,19539,28574,4574,1980,3,123.00,18.45,2008-06-03 01:10:20
1613,1725,25095,6424,6939,1980,2,496.00,74.40,2008-06-03 06:56:28
3145,3369,23770,2956,1139,1980,2,418.00,62.70,2008-06-03 04:34:45
3275,3533,39856,32118,918,1980,4,764.00,114.60,2008-06-03 09:50:09
3549,3835,8810,20649,8389,1980,1,224.00,33.60,2008-06-03 09:14:30
1155,1205,22218,15749,4736,1981,2,264.00,39.60,2008-06-04 09:33:28
1383,1467,40889,4223,6079,1981,2,122.00,18.30,2008-06-04 01:42:50
2506,2680,37228,27036,2074,1981,4,564.00,84.60,2008-06-04 10:06:21
2647,2841,11921,37699,4940,1981,4,276.00,41.40,2008-06-04 04:02:10
3236,3483,26048,23138,5178,1981,1,38.00,5.70,2008-06-04 08:05:47
802,820,45689,29746,5178,1982,1,98.00,14.70,2008-06-05 04:00:03
869,880,1984,6314,6923,1982,2,370.00,55.50,2008-06-05 09:49:01
891,904,46755,8481,1450,1982,1,223.00,33.45,2008-06-05 12:04:17
1154,1205,22218,16463,4736,1982,5,660.00,99.00,2008-06-05 09:33:27
1197,1246,38344,33320,8443,1982,1,33.00,4.95,2008-06-05 12:40:03
1382,1467,40889,5146,6079,1982,4,244.00,36.60,2008-06-05 01:39:07
2903,3091,11009,23646,1294,1982,4,564.00,84.60,2008-06-05 04:50:50
3658,3953,30053,29344,1051,1982,1,188.00,28.20,2008-06-05 01:13:06
648,661,47672,4981,4444,1983,1,58.00,8.70,2008-06-06 11:29:06
1561,1662,9405,16513,5919,1983,1,153.00,22.95,2008-06-06 04:05:01
2297,2470,14717,3862,3670,1983,3,672.00,100.80,2008-06-06 10:31:26
3190,3424,38029,23028,2378,1983,1,131.00,19.65,2008-06-06 06:23:30
3297,3571,6455,37853,4686,1983,2,106.00,15.90,2008-06-06 10:32:16
97,119,10123,12142,4157,1984,1,29.00,4.35,2008-06-07 04:36:38
170,175,7910,5292,4661,1984,2,388.00,58.20,2008-06-07 09:09:29
861,872,15798,29803,2249,1984,1,93.00,13.95,2008-06-07 09:01:40
1384,1467,40889,6952,6079,1984,1,61.00,9.15,2008-06-07 01:46:25
1612,1725,25095,9781,6939,1984,3,744.00,111.60,2008-06-07 06:44:40
2073,2221,12408,42565,927,1984,2,466.00,69.90,2008-06-07 10:03:51
2119,2269,37360,3151,8217,1984,2,120.00,18.00,2008-06-07 01:30:51
2505,2680,37228,29451,2074,1984,1,141.00,21.15,2008-06-07 10:05:42
2518,2692,6051,3902,3811,1984,2,40.00,6.00,2008-06-07 10:36:59
2807,3000,33739,5540,7862,1984,2,278.00,41.70,2008-06-07 12:08:02
21,21,45104,4373,403,1985,2,444.00,66.60,2008-06-08 07:56:35
347,347,18512,43288,2925,1985,2,160.00,24.00,2008-06-08 12:43:01
912,924,41837,14538,8507,1985,1,28.00,4.20,2008-06-08 01:35:39
1156,1205,22218,19155,4736,1985,1,132.00,19.80,2008-06-08 09:34:40
1453,1531,21061,25960,4140,1985,6,876.00,131.40,2008-06-08 07:15:30
1814,1929,13271,1804,6089,1985,2,64.00,9.60,2008-06-08 07:19:56
2561,2752,18231,5111,7118,1985,1,104.00,15.60,2008-06-08 12:17:42
2645,2841,11921,41542,4940,1985,1,69.00,10.35,2008-06-08 03:55:34
803,820,45689,33013,5178,1986,3,294.00,44.10,2008-06-09 04:05:47
1418,1505,29100,23488,4512,1986,2,390.00,58.50,2008-06-09 04:43:29
772,787,8904,46153,8003,1987,2,424.00,63.60,2008-06-10 12:07:52
806,823,43858,39664,6730,1987,1,171.00,25.65,2008-06-10 04:22:05
892,904,46755,13128,1450,1987,2,446.00,66.90,2008-06-10 12:13:00
1206,1256,14656,29475,7862,1987,1,220.00,33.00,2008-06-10 01:40:30
1938,2082,3530,14411,2943,1987,1,190.00,28.50,2008-06-10 01:48:03
2741,2950,17870,3381,6314,1987,3,639.00,95.85,2008-06-10 08:52:41
2904,3097,3268,6151,7015,1987,2,220.00,33.00,2008-06-10 04:52:13
3097,3317,2847,18638,243,1987,4,444.00,66.60,2008-06-10 02:15:33
3680,3979,8623,10955,738,1987,1,59.00,8.85,2008-06-10 02:30:46
3692,3994,49674,9636,6436,1987,4,412.00,61.80,2008-06-10 03:12:36
813,829,27645,1396,8399,1988,2,220.00,33.00,2008-06-11 04:36:12
1593,1702,369,7380,2548,1988,3,588.00,88.20,2008-06-11 06:01:00
1702,1806,34445,27816,2548,1988,1,193.00,28.95,2008-06-11 01:05:00
2071,2221,12408,46499,927,1988,4,932.00,139.80,2008-06-11 09:55:11
3091,3312,10001,17288,1781,1988,2,280.00,42.00,2008-06-11 01:50:28
1339,1405,14281,21373,547,1989,2,116.00,17.40,2008-06-12 11:20:04
2201,2373,44530,5999,8453,1989,1,223.00,33.45,2008-06-12 05:42:39
2365,2534,14230,10496,6323,1989,2,468.00,70.20,2008-06-12 01:56:56
2507,2680,37228,33935,2074,1989,3,423.00,63.45,2008-06-12 10:06:55
2912,3105,19274,31084,2721,1989,1,188.00,28.20,2008-06-12 05:09:23
3133,3351,2573,19229,8647,1989,1,48.00,7.20,2008-06-12 04:11:27
98,120,30866,29475,7562,1990,1,81.00,12.15,2008-06-13 04:38:26
158,164,44863,7863,997,1990,2,220.00,33.00,2008-06-13 06:07:56
245,257,7181,32956,2249,1990,4,488.00,73.20,2008-06-13 08:05:23
613,621,13500,20833,5178,1990,4,504.00,75.60,2008-06-13 07:55:52
2195,2367,21081,40698,6672,1990,1,202.00,30.30,2008-06-13 05:35:17
2446,2619,45021,43960,4647,1990,3,396.00,59.40,2008-06-13 06:33:26
2499,2674,17306,1092,7080,1990,2,474.00,71.10,2008-06-13 09:41:04
1013,1025,39404,9017,3690,1991,1,23.00,3.45,2008-06-14 09:59:20
1338,1405,14281,23066,547,1991,1,58.00,8.70,2008-06-14 11:18:52
1821,1938,9451,24522,8000,1991,2,402.00,60.30,2008-06-14 07:38:21
1955,2105,11605,22541,29,1991,1,51.00,7.65,2008-06-14 03:13:18
2263,2440,47533,10484,4841,1991,2,194.00,29.10,2008-06-14 08:33:44
659,670,38661,6200,8585,1992,4,180.00,27.00,2008-06-15 12:38:29
1452,1531,21061,31875,4140,1992,2,292.00,43.80,2008-06-15 07:15:14
1653,1757,33752,1464,1746,1992,4,736.00,110.40,2008-06-15 09:16:26
2541,2724,17171,2146,8323,1992,4,96.00,14.40,2008-06-15 11:26:46
488,488,45410,15086,5257,1993,2,200.00,30.00,2008-06-16 05:38:07
1639,1751,10792,7382,4006,1993,1,133.00,19.95,2008-06-16 08:15:39
599,606,23823,10175,5033,1994,1,57.00,8.55,2008-06-17 06:13:28
2557,2745,11476,35032,660,1994,4,876.00,131.40,2008-06-17 12:05:39
3090,3312,10001,22147,1781,1994,1,140.00,21.00,2008-06-17 01:50:05
3107,3323,18074,24485,4714,1994,1,208.00,31.20,2008-06-17 03:00:03
3136,3356,21060,5208,8062,1994,1,36.00,5.40,2008-06-17 04:21:20
146,152,31758,15211,2936,1995,1,231.00,34.65,2008-06-18 03:34:49
1615,1727,32818,18588,8570,1995,2,148.00,22.20,2008-06-18 07:01:29
487,488,45410,18092,5257,1996,1,100.00,15.00,2008-06-19 05:31:54
658,670,38661,9781,8585,1996,3,135.00,20.25,2008-06-19 12:22:17
3030,3227,22661,33213,5137,1940,1,228.00,34.20,2008-04-24 10:20:38
3031,3227,22661,33264,5137,1940,2,456.00,68.40,2008-04-24 10:21:01
3754,4056,37339,13300,1540,1940,2,238.00,35.70,2008-04-24 05:44:27
470,469,25998,5182,6504,1941,4,344.00,51.60,2008-04-25 03:43:13
733,757,27508,4949,1412,1941,4,80.00,12.00,2008-04-25 08:08:54
1901,2035,41409,6410,4712,1941,2,78.00,11.70,2008-04-25 12:15:51
2373,2542,45247,16566,109,1941,1,125.00,18.75,2008-04-25 02:15:21
3191,3426,553,26598,5714,1941,3,447.00,67.05,2008-04-25 06:23:51
3473,3748,780,32122,4309,1941,4,108.00,16.20,2008-04-25 05:56:18
3611,3896,8629,40656,4624,1941,3,129.00,19.35,2008-04-25 11:29:45
405,404,38104,25052,1335,1942,2,322.00,48.30,2008-04-26 08:38:31
936,943,7764,36007,6585,1942,2,426.00,63.90,2008-04-26 03:39:10
1117,1151,3781,37382,6985,1942,1,241.00,36.15,2008-04-26 06:49:55
2391,2554,14277,21362,5775,1942,1,197.00,29.55,2008-04-26 03:25:34
3685,3985,2485,41587,1298,1942,4,908.00,136.20,2008-04-26 02:51:11
68,81,6330,12268,1816,1943,4,184.00,27.60,2008-04-27 07:04:14
491,491,25610,48249,1853,1943,2,448.00,67.20,2008-04-27 06:03:27
1089,1118,39154,2903,7634,1943,4,884.00,132.60,2008-04-27 04:59:57
1256,1323,22939,437,7034,1943,4,496.00,74.40,2008-04-27 04:55:36
1758,1872,44770,9554,8335,1943,1,89.00,13.35,2008-04-27 04:32:47
583,591,35917,1493,8443,1944,2,308.00,46.20,2008-04-28 04:37:39
3047,3254,24797,23868,3795,1944,2,298.00,44.70,2008-04-28 11:11:07
3669,3967,9914,1553,6466,1944,2,318.00,47.70,2008-04-28 02:00:40
684,698,13739,14550,8145,1945,1,54.00,8.10,2008-04-29 03:53:33
952,955,20300,35170,7352,1945,2,318.00,47.70,2008-04-29 04:27:46
1589,1700,20905,30915,601,1945,1,96.00,14.40,2008-04-29 05:50:43
2048,2196,14751,37014,8378,1945,4,868.00,130.20,2008-04-29 07:59:16
2422,2594,809,13454,8225,1945,4,804.00,120.60,2008-04-29 05:05:02
2577,2767,19560,9202,2895,1945,1,192.00,28.80,2008-04-29 01:02:01
3292,3562,10780,14215,8326,1945,4,684.00,102.60,2008-04-29 10:25:50
3444,3722,33839,10153,5137,1945,4,400.00,60.00,2008-04-29 04:47:57
581,589,43474,17510,3196,1946,2,138.00,20.70,2008-04-30 04:09:18
740,764,26124,6569,8012,1946,2,40.00,6.00,2008-04-30 09:04:28
2512,2686,32070,4821,1758,1946,3,726.00,108.90,2008-04-30 10:19:44
3287,3550,46274,27716,8145,1946,1,155.00,23.25,2008-04-30 10:18:49
794,813,17328,37245,2462,1947,1,89.00,13.35,2008-05-01 02:39:57
1214,1275,23723,1639,896,1947,2,278.00,41.70,2008-05-01 02:23:25
1523,1611,24098,3604,3970,1947,4,704.00,105.60,2008-05-01 01:15:49
3726,4023,39521,20852,1100,1947,2,110.00,16.50,2008-05-01 04:30:27
424,425,15188,48037,7215,1948,4,688.00,103.20,2008-05-02 10:25:59
745,770,14773,3517,1725,1948,2,100.00,15.00,2008-05-02 09:20:16
960,964,22048,1816,6058,1948,1,189.00,28.35,2008-05-02 05:23:09
1257,1323,22939,4704,7034,1948,2,248.00,37.20,2008-05-02 04:56:18
1267,1332,8055,3504,5368,1948,1,226.00,33.90,2008-05-02 05:32:53
1588,1700,20905,33671,601,1948,4,384.00,57.60,2008-05-02 05:45:45
2301,2474,12690,13440,5320,1948,4,864.00,129.60,2008-05-02 10:36:15
2681,2890,23479,32353,6077,1948,1,155.00,23.25,2008-05-02 05:46:41
3078,3294,32453,22601,1528,1948,1,135.00,20.25,2008-05-02 01:23:53
3686,3985,2485,46293,1298,1948,1,227.00,34.05,2008-05-02 02:53:51
1726,1836,24874,5504,6371,1949,2,100.00,15.00,2008-05-03 02:29:13
1749,1860,14303,44217,5423,1949,2,102.00,15.30,2008-05-03 04:12:25
2372,2542,45247,22645,109,1949,4,500.00,75.00,2008-05-03 02:15:10
2502,2675,48567,9229,5094,1949,1,205.00,30.75,2008-05-03 09:52:12
3374,3659,4899,23523,4729,1949,1,235.00,35.25,2008-05-03 01:32:15
14,15,46833,2912,7910,1950,4,300.00,45.00,2008-05-04 05:39:08
384,383,46799,1964,3423,1950,1,40.00,6.00,2008-05-04 05:00:03
2255,2427,29445,4289,8517,1950,3,624.00,93.60,2008-05-04 08:13:18
2511,2686,32070,8261,1758,1950,2,484.00,72.60,2008-05-04 10:18:19
383,383,46799,3217,3423,1951,2,80.00,12.00,2008-05-05 04:57:07
647,657,43640,34362,1148,1951,1,104.00,15.60,2008-05-05 11:28:42
683,698,13739,19489,8145,1951,2,108.00,16.20,2008-05-05 03:37:50
2917,3109,13443,21498,1183,1951,2,316.00,47.40,2008-05-05 05:24:35
3099,3318,16633,23179,6669,1951,2,270.00,40.50,2008-05-05 02:23:51
1725,1836,24874,7856,6371,1952,1,50.00,7.50,2008-05-06 02:22:04
3285,3550,46274,32729,8145,1952,4,620.00,93.00,2008-05-06 10:17:48
3507,3781,17092,17071,2807,1952,1,232.00,34.80,2008-05-06 07:15:35
125,135,14384,7833,238,1953,1,214.00,32.10,2008-05-07 10:04:48
582,589,43474,23835,3196,1953,4,276.00,41.40,2008-05-07 04:18:50
627,636,20564,1640,4240,1953,4,92.00,13.80,2008-05-07 09:27:07
1150,1201,983,34215,6077,1953,1,62.00,9.30,2008-05-07 09:25:28
2501,2675,48567,13209,5094,1953,2,410.00,61.50,2008-05-07 09:47:49
2722,2930,36164,21507,8124,1953,2,174.00,26.10,2008-05-07 07:31:46
3286,3550,46274,33414,8145,1953,2,310.00,46.50,2008-05-07 10:18:47
682,698,13739,22127,8145,1954,4,216.00,32.40,2008-05-08 03:31:49
736,759,22883,11912,7621,1954,1,186.00,27.90,2008-05-08 08:22:23
1151,1201,983,35741,6077,1954,4,248.00,37.20,2008-05-08 09:25:33
1443,1520,17431,21696,2082,1954,1,217.00,32.55,2008-05-08 06:27:29
1757,1872,44770,18436,8335,1954,5,445.00,66.75,2008-05-08 04:32:22
2049,2196,14751,44241,8378,1954,1,217.00,32.55,2008-05-08 08:11:10
2050,2196,14751,44860,8378,1954,2,434.00,65.10,2008-05-08 08:13:26
2242,2419,16058,24857,8748,1954,1,146.00,21.90,2008-05-08 07:36:24
2563,2753,35742,4220,1841,1954,1,189.00,28.35,2008-05-08 12:23:59
3139,3362,41598,2936,7876,1954,1,240.00,36.00,2008-05-08 04:25:27
3459,3737,43247,26172,1427,1954,1,29.00,4.35,2008-05-08 05:24:26
1215,1276,28581,18092,6285,1955,1,129.00,19.35,2008-05-09 02:23:35
1309,1382,26146,43086,4255,1955,1,129.00,19.35,2008-05-09 09:11:54
1833,1954,13001,5713,7560,1955,4,448.00,67.20,2008-05-09 08:45:52
1874,1996,35163,7105,4164,1955,1,143.00,21.45,2008-05-09 10:59:57
2139,2297,38719,4686,1172,1955,1,206.00,30.90,2008-05-09 02:53:19
2302,2475,11360,3708,4524,1955,1,195.00,29.25,2008-05-09 10:38:25
2683,2890,23479,38154,6077,1955,2,310.00,46.50,2008-05-09 05:55:25
3234,3476,27320,8979,8574,1955,2,266.00,39.90,2008-05-09 08:04:46
3320,3592,4372,7303,8569,1955,2,324.00,48.60,2008-05-09 11:47:24
1086,1117,19229,10613,7123,1996,2,468.00,70.20,2008-06-19 04:44:22
1611,1725,25095,19918,6939,1996,1,248.00,37.20,2008-06-19 06:41:43
2560,2752,18231,14323,7118,1996,2,208.00,31.20,2008-06-19 12:13:55
3138,3356,21060,7279,8062,1996,2,72.00,10.80,2008-06-19 04:24:25
3659,3953,30053,41226,1051,1996,2,376.00,56.40,2008-06-19 01:22:28
860,872,15798,40597,2249,1997,4,372.00,55.80,2008-06-20 08:57:51
1813,1929,13271,12218,6089,1997,1,32.00,4.80,2008-06-20 07:13:17
2500,2674,17306,6803,7080,1997,1,237.00,35.55,2008-06-20 09:46:00
2825,3024,23566,9312,7364,1997,1,136.00,20.40,2008-06-20 12:58:03
169,173,5546,32972,6730,1998,2,82.00,12.30,2008-06-21 09:06:48
711,733,22835,11116,7817,1998,2,274.00,41.10,2008-06-21 06:01:11
868,880,1984,19937,6923,1998,4,740.00,111.00,2008-06-21 09:29:46
1815,1929,13271,12915,6089,1998,3,96.00,14.40,2008-06-21 07:21:13
2108,2258,1631,1796,4331,1998,4,628.00,94.20,2008-06-21 12:18:37
2366,2534,14230,18176,6323,1998,1,234.00,35.10,2008-06-21 01:57:24
2531,2712,1987,10632,8565,1998,2,154.00,23.10,2008-06-21 11:03:41
159,164,44863,14997,997,1999,4,440.00,66.00,2008-06-22 06:26:13
1614,1727,32818,22043,8570,1999,3,222.00,33.30,2008-06-22 06:58:56
2264,2440,47533,17078,4841,1999,4,388.00,58.20,2008-06-22 08:39:20
2294,2468,2681,57,4079,1999,1,193.00,28.95,2008-06-22 10:17:22
2519,2692,6051,16126,3811,1999,3,60.00,9.00,2008-06-22 10:42:52
2540,2724,17171,7863,8323,1999,2,48.00,7.20,2008-06-22 11:23:16
3141,3364,9461,37477,4301,1999,1,161.00,24.15,2008-06-22 04:26:50
3185,3418,17866,9033,8044,1999,2,162.00,24.30,2008-06-22 06:09:42
193,209,24066,14623,5498,2000,1,180.00,27.00,2008-06-23 12:32:50
598,606,23823,15745,5033,2000,3,171.00,25.65,2008-06-23 06:13:14
1035,1046,18109,3710,3146,2000,2,124.00,18.60,2008-06-23 12:22:00
2351,2520,12898,15658,1198,2000,1,29.00,4.35,2008-06-23 01:06:14
1771,1886,45822,14705,148,2001,1,77.00,11.55,2008-06-24 05:25:25
1865,1982,48880,5204,6027,2001,2,100.00,15.00,2008-06-24 10:20:37
3017,3211,4637,23179,5625,2001,2,386.00,57.90,2008-06-24 09:48:57
3146,3369,23770,20649,1139,2001,1,209.00,31.35,2008-06-24 04:34:56
160,164,44863,17917,997,2002,3,330.00,49.50,2008-06-25 06:27:20
533,535,9537,10920,5911,2002,2,380.00,57.00,2008-06-25 10:09:52
546,552,43567,11681,4336,2002,1,31.00,4.65,2008-06-25 12:17:05
1419,1505,29100,37300,4512,2002,4,780.00,117.00,2008-06-25 04:47:00
2110,2258,1631,5439,4331,2002,2,314.00,47.10,2008-06-25 12:36:07
420,421,6579,8809,564,2003,1,243.00,36.45,2008-06-26 09:51:16
548,552,43567,13128,4336,2003,2,62.00,9.30,2008-06-26 12:22:18
573,578,23902,39162,4722,2003,4,868.00,130.20,2008-06-26 03:12:28
661,670,38661,15347,8585,2003,2,90.00,13.50,2008-06-26 12:48:55
1344,1414,10768,22137,4059,2003,2,434.00,65.10,2008-06-26 11:36:48
2589,2778,47862,24357,5178,2003,1,60.00,9.00,2008-06-26 01:24:03
2817,3011,13906,3455,8194,2003,3,354.00,53.10,2008-06-26 12:27:08
2824,3024,23566,14350,7364,2003,2,272.00,40.80,2008-06-26 12:55:47
