listid,sellerid,eventid,dateid,numtickets,priceperticket,totalprice,listtime
231077,24934,5391,1915,8,1370.00,10960.00,2008-03-30 06:56:38
2154,28794,8779,1916,2,70.00,140.00,2008-03-31 04:36:30
5806,31226,7688,1916,20,65.00,1300.00,2008-03-31 02:57:07
11465,13941,3685,1916,30,139.00,4170.00,2008-03-31 02:23:49
18451,23680,986,1916,4,48.00,192.00,2008-03-31 08:12:46
23684,17687,1372,1916,4,66.00,264.00,2008-03-31 08:00:06
31204,11444,1866,1916,8,300.00,2400.00,2008-03-31 04:27:06
39718,4183,4000,1916,24,296.00,7104.00,2008-03-31 01:21:27
45738,23430,3634,1916,10,273.00,2730.00,2008-03-31 04:31:28
57126,25016,7967,1916,9,303.00,2727.00,2008-03-31 10:24:20
68206,39056,2756,1916,3,439.00,1317.00,2008-03-31 06:32:58
75664,892,8241,1916,12,381.00,4572.00,2008-03-31 06:14:25
81539,4585,4624,1916,4,301.00,1204.00,2008-03-31 11:34:33
86384,15197,1437,1916,3,485.00,1455.00,2008-03-31 12:35:31
92670,40019,4161,1916,4,379.00,1516.00,2008-03-31 02:05:55
156382,12606,569,1897,8,430.00,3440.00,2008-03-12 05:04:07
166130,4095,4346,1897,7,229.00,1603.00,2008-03-12 09:45:34
172457,34856,1739,1897,10,275.00,2750.00,2008-03-12 05:32:03
179075,40642,1618,1897,5,429.00,2145.00,2008-03-12 05:54:59
215536,46076,5647,1897,5,779.00,3895.00,2008-03-12 03:13:54
225829,37495,5165,1897,6,461.00,2766.00,2008-03-12 03:49:43
231432,45868,1040,1897,1,2298.00,2298.00,2008-03-12 05:20:40
3077,48513,6944,1898,22,62.00,1364.00,2008-03-13 11:49:46
8588,18919,7322,1898,6,136.00,816.00,2008-03-13 10:04:44
17153,19277,4942,1898,12,197.00,2364.00,2008-03-13 12:00:05
23189,1781,7614,1898,8,106.00,848.00,2008-03-13 05:10:35
32835,18495,3203,1898,7,290.00,2030.00,2008-03-13 03:42:13
46762,40785,5452,1898,2,68.00,136.00,2008-03-13 04:02:40
51882,25173,1165,1898,22,121.00,2662.00,2008-03-13 09:41:55
59530,26972,293,1898,2,78.00,156.00,2008-03-13 12:35:01
64558,1435,923,1898,18,323.00,5814.00,2008-03-13 10:26:09
71541,26564,2921,1898,10,316.00,3160.00,2008-03-13 04:37:29
77674,11835,3378,1898,7,399.00,2793.00,2008-03-13 09:02:05
81214,38233,5444,1898,8,105.00,840.00,2008-03-13 03:45:02
85260,27935,6155,1898,9,26.00,234.00,2008-03-13 07:46:03
90915,34376,7062,1898,8,428.00,3424.00,2008-03-13 05:50:47
97163,28923,3836,1898,24,71.00,1704.00,2008-03-13 07:22:03
108143,40506,2373,1898,20,46.00,920.00,2008-03-13 06:44:44
115001,3191,1222,1898,9,89.00,801.00,2008-03-13 05:42:11
122156,5665,3652,1898,6,338.00,2028.00,2008-03-13 01:58:03
129447,19299,5900,1898,6,57.00,342.00,2008-03-13 05:09:49
135421,49141,5131,1898,24,139.00,3336.00,2008-03-13 12:01:25
145697,3472,4976,1898,6,444.00,2664.00,2008-03-13 04:52:55
156032,4490,6432,1898,18,175.00,3150.00,2008-03-13 09:09:52
165486,47698,8079,1898,20,266.00,5320.00,2008-03-13 06:43:57
173759,28756,2187,1898,22,299.00,6578.00,2008-03-13 09:36:15
181234,42625,4085,1898,12,213.00,2556.00,2008-03-13 02:07:27
212733,11905,3482,1898,7,1158.00,8106.00,2008-03-13 07:25:28
219563,25252,2884,1898,2,2400.00,4800.00,2008-03-13 01:12:18
230936,31996,8634,1898,7,2259.00,15813.00,2008-03-13 02:22:40
4064,35531,4926,1899,12,245.00,2940.00,2008-03-14 02:14:32
15167,36432,4294,1899,3,217.00,651.00,2008-03-14 12:03:32
27280,26435,2064,1899,30,138.00,4140.00,2008-03-14 08:23:24
32075,14011,5137,1899,10,333.00,3330.00,2008-03-14 09:38:27
41572,41988,3438,1899,2,133.00,266.00,2008-03-14 10:38:43
49262,37120,5984,1899,12,144.00,1728.00,2008-03-14 10:43:22
54942,36585,1686,1899,12,182.00,2184.00,2008-03-14 01:41:17
58705,25514,33,1899,8,485.00,3880.00,2008-03-14 12:03:00
63164,10182,2240,1899,2,371.00,742.00,2008-03-14 12:36:07
70775,1108,4996,1899,18,83.00,1494.00,2008-03-14 11:38:34
77008,23209,1980,1899,18,121.00,2178.00,2008-03-14 01:12:00
82360,33603,7890,1899,6,78.00,468.00,2008-03-14 01:03:25
89439,18851,2625,1899,8,487.00,3896.00,2008-03-14 12:05:48
96341,23142,2486,1899,7,270.00,1890.00,2008-03-14 07:51:35
104970,1302,5140,1899,10,481.00,4810.00,2008-03-14 07:43:09
111811,20187,6624,1899,14,39.00,546.00,2008-03-14 04:33:51
121846,12098,4874,1899,24,294.00,7056.00,2008-03-14 01:25:07
137022,27589,8378,1899,10,52.00,520.00,2008-03-14 02:03:06
145738,8183,2795,1899,3,397.00,1191.00,2008-03-14 10:02:55
153953,15685,7750,1899,2,360.00,720.00,2008-03-14 03:51:47
161545,7366,5220,1899,7,466.00,3262.00,2008-03-14 05:46:50
170219,6582,30,1899,9,390.00,3510.00,2008-03-14 11:51:32
181141,24864,1298,1899,12,481.00,5772.00,2008-03-14 07:23:10
211778,31207,1093,1899,8,1126.00,9008.00,2008-03-14 11:43:59
220224,34585,5017,1899,6,1262.00,7572.00,2008-03-14 03:35:25
230715,20434,4379,1899,4,1077.00,4308.00,2008-03-14 10:13:56
675,36885,1549,1900,2,106.00,212.00,2008-03-15 08:55:20
9534,40807,6387,1900,24,154.00,3696.00,2008-03-15 01:07:09
15484,16183,7988,1900,24,163.00,3912.00,2008-03-15 04:02:57
22361,31321,6155,1900,1,44.00,44.00,2008-03-15 01:33:27
25779,33287,5371,1900,1,119.00,119.00,2008-03-15 08:25:23
28253,5984,7210,1900,9,156.00,1404.00,2008-03-15 06:47:34
33090,37841,8297,1900,3,334.00,1002.00,2008-03-15 02:38:13
44083,25248,6962,1900,9,140.00,1260.00,2008-03-15 07:43:30
50443,36026,5800,1900,22,175.00,3850.00,2008-03-15 05:25:25
56429,11307,2173,1900,6,24.00,144.00,2008-03-15 06:05:55
62214,30568,5226,1900,6,58.00,348.00,2008-03-15 04:18:05
66828,40429,4653,1900,4,53.00,212.00,2008-03-15 07:25:18
73708,40549,8387,1900,6,343.00,2058.00,2008-03-15 08:39:29
79144,20720,6703,1900,3,443.00,1329.00,2008-03-15 11:29:13
83202,19187,3694,1900,5,334.00,1670.00,2008-03-15 04:14:59
93515,37895,5768,1900,10,455.00,4550.00,2008-03-15 04:12:26
100684,2898,1556,1900,5,333.00,1665.00,2008-03-15 05:56:50
110509,26879,2064,1900,14,165.00,2310.00,2008-03-15 07:10:58
121166,9345,4101,1900,6,394.00,2364.00,2008-03-15 06:46:18
129140,19811,4175,1900,3,171.00,513.00,2008-03-15 04:30:45
135196,10317,4605,1900,24,314.00,7536.00,2008-03-15 05:41:17
146868,38395,7209,1900,14,410.00,5740.00,2008-03-15 10:24:07
155801,29159,3438,1900,14,61.00,854.00,2008-03-15 06:24:59
159678,21417,3593,1900,8,342.00,2736.00,2008-03-15 10:28:16
167785,3139,1192,1900,20,136.00,2720.00,2008-03-15 01:44:59
175776,4656,6035,1900,4,107.00,428.00,2008-03-15 08:22:15
206404,1372,5452,1900,5,1087.00,5435.00,2008-03-15 06:26:43
211568,31020,2637,1900,4,1097.00,4388.00,2008-03-15 01:55:29
214545,907,3525,1900,5,712.00,3560.00,2008-03-15 05:45:35
219410,31445,250,1900,6,1220.00,7320.00,2008-03-15 09:17:50
229046,38030,512,1900,1,1957.00,1957.00,2008-03-15 03:19:20
3227,22661,5137,1901,12,228.00,2736.00,2008-03-16 10:31:44
10416,21872,6154,1901,28,29.00,812.00,2008-03-16 08:40:33
16914,30081,961,1901,30,71.00,2130.00,2008-03-16 07:51:48
22822,48134,7934,1901,18,178.00,3204.00,2008-03-16 11:13:36
27254,35039,4602,1901,20,127.00,2540.00,2008-03-16 02:42:13
31213,9923,1245,1901,3,230.00,690.00,2008-03-16 05:58:54
37476,19850,6805,1901,16,168.00,2688.00,2008-03-16 11:52:45
45396,14193,5270,1901,6,112.00,672.00,2008-03-16 05:23:13
55290,13552,2277,1901,16,20.00,320.00,2008-03-16 11:41:06
63677,25779,8214,1901,9,354.00,3186.00,2008-03-16 03:45:28
71555,43751,2895,1901,5,274.00,1370.00,2008-03-16 03:02:48
76483,12777,3769,1901,2,74.00,148.00,2008-03-16 04:14:50
84562,9826,8417,1901,8,366.00,2928.00,2008-03-16 04:35:08
88649,37688,5117,1901,6,273.00,1638.00,2008-03-16 02:15:59
94633,23492,5327,1901,8,475.00,3800.00,2008-03-16 06:20:30
107543,8883,1744,1901,12,344.00,4128.00,2008-03-16 10:56:46
115174,12819,8669,1901,20,358.00,7160.00,2008-03-16 07:34:21
127553,48888,1739,1901,4,30.00,120.00,2008-03-16 06:58:18
137509,35574,361,1901,3,328.00,984.00,2008-03-16 06:58:43
148977,23848,5406,1901,2,85.00,170.00,2008-03-16 02:44:14
157322,759,2808,1901,4,314.00,1256.00,2008-03-16 12:34:31
164992,34292,6569,1901,3,44.00,132.00,2008-03-16 02:01:34
170554,8024,8612,1901,22,410.00,9020.00,2008-03-16 11:46:56
178378,21921,4709,1901,22,90.00,1980.00,2008-03-16 07:12:57
210795,18914,527,1901,8,1340.00,10720.00,2008-03-16 02:09:36
217042,35040,1734,1901,6,1619.00,9714.00,2008-03-16 05:11:45
222818,21738,3279,1901,5,2459.00,12295.00,2008-03-16 12:32:11
234788,27618,1965,1901,8,1347.00,10776.00,2008-03-16 12:06:31
5303,6195,7833,1902,7,156.00,1092.00,2008-03-17 02:34:06
11749,46492,4625,1902,4,174.00,696.00,2008-03-17 08:58:39
25457,45911,7153,1902,16,112.00,1792.00,2008-03-17 08:40:04
31280,26017,2486,1902,4,144.00,576.00,2008-03-17 05:26:45
37703,17609,8365,1902,6,44.00,264.00,2008-03-17 04:28:45
43327,38660,6785,1902,6,113.00,678.00,2008-03-17 11:22:07
48603,33217,1377,1902,4,188.00,752.00,2008-03-17 01:45:30
56111,5913,2610,1902,8,76.00,608.00,2008-03-17 03:49:50
64163,46409,3073,1902,5,206.00,1030.00,2008-03-17 06:48:51
72817,4,6538,1902,9,299.00,2691.00,2008-03-17 04:19:07
80844,28921,2881,1902,5,52.00,260.00,2008-03-17 03:25:07
88155,33987,7652,1902,8,314.00,2512.00,2008-03-17 01:12:14
99488,30924,2540,1902,3,52.00,156.00,2008-03-17 05:59:28
109053,6032,3349,1902,7,374.00,2618.00,2008-03-17 02:45:47
114748,12968,1942,1902,6,79.00,474.00,2008-03-17 12:30:35
122619,21311,1944,1902,1,494.00,494.00,2008-03-17 03:26:38
130281,11901,8124,1902,3,319.00,957.00,2008-03-17 01:18:27
137534,17142,5116,1902,18,159.00,2862.00,2008-03-17 02:33:58
140452,34348,4986,1902,8,22.00,176.00,2008-03-17 04:12:25
146473,5119,1943,1902,16,411.00,6576.00,2008-03-17 01:34:13
155008,14297,1342,1902,10,193.00,1930.00,2008-03-17 09:57:37
162683,35351,2460,1902,9,182.00,1638.00,2008-03-17 04:51:03
166190,1296,1791,1902,9,268.00,2412.00,2008-03-17 08:14:05
173655,28964,5373,1902,24,245.00,5880.00,2008-03-17 12:50:40
205352,43623,5500,1902,1,2280.00,2280.00,2008-03-17 06:55:00
209985,15158,5116,1902,4,1814.00,7256.00,2008-03-17 07:46:49
218585,11196,4969,1902,3,626.00,1878.00,2008-03-17 06:19:59
227856,26997,4645,1902,2,1620.00,3240.00,2008-03-17 04:41:22
730,18855,6916,1903,9,250.00,2250.00,2008-03-18 09:32:04
6306,27704,5892,1903,2,68.00,136.00,2008-03-18 07:18:55
11618,20697,3726,1903,12,90.00,1080.00,2008-03-18 11:18:37
19493,35355,5762,1903,14,248.00,3472.00,2008-03-18 03:51:45
24505,44682,2177,1903,16,104.00,1664.00,2008-03-18 08:21:31
29015,33443,5455,1903,2,112.00,224.00,2008-03-18 10:24:43
36530,18592,8764,1903,4,187.00,748.00,2008-03-18 04:55:04
42918,32185,86,1903,24,57.00,1368.00,2008-03-18 04:36:18
49536,46787,1696,1903,9,204.00,1836.00,2008-03-18 02:31:51
60871,2341,5263,1903,7,387.00,2709.00,2008-03-18 04:00:59
70131,1311,6595,1903,4,303.00,1212.00,2008-03-18 01:31:35
76977,7473,6455,1903,22,250.00,5500.00,2008-03-18 12:36:53
82809,29061,3306,1903,20,370.00,7400.00,2008-03-18 01:58:59
91288,5307,2379,1903,20,396.00,7920.00,2008-03-18 10:56:58
100414,4028,5714,1903,1,191.00,191.00,2008-03-18 11:44:48
110208,27429,574,1903,24,269.00,6456.00,2008-03-18 01:59:54
117218,13227,6070,1903,2,386.00,772.00,2008-03-18 09:52:30
121050,18481,6061,1903,4,258.00,1032.00,2008-03-18 02:25:29
130948,27120,7421,1903,14,348.00,4872.00,2008-03-18 02:50:23
137304,16760,3848,1903,7,299.00,2093.00,2008-03-18 12:25:10
142428,16303,5062,1903,8,208.00,1664.00,2008-03-18 05:55:04
150041,3839,5190,1903,5,291.00,1455.00,2008-03-18 08:23:51
156954,45625,2837,1903,3,467.00,1401.00,2008-03-18 03:19:38
162342,10935,5922,1903,5,198.00,990.00,2008-03-18 11:45:09
167028,44443,2134,1903,7,458.00,3206.00,2008-03-18 08:35:11
172299,39929,8425,1903,16,290.00,4640.00,2008-03-18 11:55:25
205916,4373,5270,1903,6,388.00,2328.00,2008-03-18 08:49:09
213533,38053,5565,1903,1,1806.00,1806.00,2008-03-18 10:20:44
218044,49149,7614,1903,2,1000.00,2000.00,2008-03-18 12:21:51
222812,27053,3452,1903,8,2318.00,18544.00,2008-03-18 12:58:19
226541,37711,250,1903,5,402.00,2010.00,2008-03-18 03:51:44
232760,49950,1132,1903,7,2189.00,15323.00,2008-03-18 08:31:41
1382,26146,4255,1904,12,129.00,1548.00,2008-03-19 05:43:44
6575,43541,3435,1904,30,60.00,1800.00,2008-03-19 08:42:54
13647,35596,639,1904,1,94.00,94.00,2008-03-19 06:24:55
19868,26734,7838,1904,3,50.00,150.00,2008-03-19 03:28:12
29724,24945,8680,1904,28,95.00,2660.00,2008-03-19 09:27:40
36425,31753,4339,1904,1,121.00,121.00,2008-03-19 01:47:59
40213,44231,5664,1904,1,88.00,88.00,2008-03-19 08:08:20
48631,13749,6984,1904,6,276.00,1656.00,2008-03-19 07:57:24
56280,47394,3644,1904,6,66.00,396.00,2008-03-19 08:40:10
64548,49981,8014,1904,5,468.00,2340.00,2008-03-19 09:23:12
69326,30135,154,1904,24,414.00,9936.00,2008-03-19 02:47:32
81590,16496,4500,1904,5,178.00,890.00,2008-03-19 08:56:47
86446,2362,2544,1904,6,226.00,1356.00,2008-03-19 06:03:41
94689,24838,847,1904,22,285.00,6270.00,2008-03-19 01:12:54
101262,28882,5062,1904,16,384.00,6144.00,2008-03-19 02:59:22
108017,38967,6148,1904,12,216.00,2592.00,2008-03-19 01:00:21
116636,25209,3644,1904,2,51.00,102.00,2008-03-19 03:14:40
126256,14791,7837,1904,20,91.00,1820.00,2008-03-19 05:29:11
131975,28931,4073,1904,8,421.00,3368.00,2008-03-19 08:47:18
141782,43299,7577,1904,7,295.00,2065.00,2008-03-19 01:37:15
155178,43058,4351,1904,6,397.00,2382.00,2008-03-19 10:59:42
163541,24224,4220,1904,22,368.00,8096.00,2008-03-19 07:44:59
173210,26005,210,1904,9,406.00,3654.00,2008-03-19 05:58:27
207636,24878,6362,1904,6,1026.00,6156.00,2008-03-19 05:04:56
214861,46886,3505,1904,2,1519.00,3038.00,2008-03-19 04:33:20
220634,31810,2412,1904,1,730.00,730.00,2008-03-19 02:55:34
232337,23863,5930,1904,3,600.00,1800.00,2008-03-19 02:18:17
2508,29551,710,1905,10,138.00,1380.00,2008-03-20 06:17:28
10091,9105,8242,1905,1,91.00,91.00,2008-03-20 01:01:16
16127,35594,847,1905,5,31.00,155.00,2008-03-20 08:41:48
20073,36820,3661,1905,3,211.00,633.00,2008-03-20 06:42:05
26225,32334,263,1905,10,123.00,1230.00,2008-03-20 10:52:30
38178,39657,5264,1905,2,244.00,488.00,2008-03-20 06:23:44
49369,35007,669,1905,2,345.00,690.00,2008-03-20 02:50:10
59181,15987,4536,1905,14,203.00,2842.00,2008-03-20 08:48:22
67597,13329,7314,1905,18,53.00,954.00,2008-03-20 08:23:58
76684,16862,373,1905,14,108.00,1512.00,2008-03-20 03:42:27
85799,49905,1340,1905,14,21.00,294.00,2008-03-20 07:11:17
95040,15307,6809,1905,10,243.00,2430.00,2008-03-20 07:04:24
104084,37913,3432,1905,4,225.00,900.00,2008-03-20 10:36:23
111185,37896,3279,1905,24,498.00,11952.00,2008-03-20 07:16:56
119305,18828,8079,1905,5,260.00,1300.00,2008-03-20 09:17:18
126831,33153,8320,1905,1,66.00,66.00,2008-03-20 01:03:55
136799,2809,3432,1905,16,435.00,6960.00,2008-03-20 10:15:40
141239,46351,2686,1905,20,203.00,4060.00,2008-03-20 08:27:53
146561,468,2408,1905,5,259.00,1295.00,2008-03-20 11:07:44
153736,35274,6922,1905,22,30.00,660.00,2008-03-20 04:52:11
159644,47783,7743,1905,20,160.00,3200.00,2008-03-20 01:37:52
164402,4259,1342,1905,1,407.00,407.00,2008-03-20 01:58:12
168876,14218,3325,1905,9,72.00,648.00,2008-03-20 01:19:11
173043,5059,8467,1905,18,220.00,3960.00,2008-03-20 05:16:55
207708,4532,5612,1905,1,462.00,462.00,2008-03-20 02:57:17
214982,15383,6538,1905,5,547.00,2735.00,2008-03-20 10:14:09
219461,28196,8193,1905,4,1534.00,6136.00,2008-03-20 01:22:50
226218,28862,5746,1905,6,911.00,5466.00,2008-03-20 03:36:49
521,8036,1129,1906,8,66.00,528.00,2008-03-21 10:01:08
9221,23606,5391,1906,10,200.00,2000.00,2008-03-21 02:12:19
15456,22733,2625,1906,16,173.00,2768.00,2008-03-21 05:58:18
26732,3959,670,1906,2,172.00,344.00,2008-03-21 12:51:21
34184,43766,5393,1906,8,83.00,664.00,2008-03-21 07:37:31
41743,6305,5094,1906,4,208.00,832.00,2008-03-21 11:29:24
49555,16056,4120,1906,9,222.00,1998.00,2008-03-21 10:19:14
56697,12170,7889,1906,18,268.00,4824.00,2008-03-21 10:29:36
65425,31738,2039,1906,8,397.00,3176.00,2008-03-21 07:09:55
74040,896,2502,1906,7,34.00,238.00,2008-03-21 01:20:36
82088,21360,5126,1906,14,312.00,4368.00,2008-03-21 07:01:26
88136,38373,1933,1906,10,255.00,2550.00,2008-03-21 07:25:31
98759,13573,8276,1906,12,151.00,1812.00,2008-03-21 11:39:32
106995,39287,577,1906,24,123.00,2952.00,2008-03-21 07:49:54
112765,29090,2996,1906,7,76.00,532.00,2008-03-21 10:30:41
117451,30811,4987,1906,5,450.00,2250.00,2008-03-21 12:13:16
122569,9566,1175,1906,3,349.00,1047.00,2008-03-21 10:38:25
132418,49914,1463,1906,12,139.00,1668.00,2008-03-21 03:31:43
139670,35793,5374,1906,4,141.00,564.00,2008-03-21 10:00:57
143730,33867,8731,1906,4,291.00,1164.00,2008-03-21 05:50:30
157164,758,2462,1906,12,324.00,3888.00,2008-03-21 10:13:17
166528,18854,4896,1906,16,391.00,6256.00,2008-03-21 10:15:47
176897,45346,6459,1906,4,368.00,1472.00,2008-03-21 10:26:27
205534,10366,639,1906,6,1298.00,7788.00,2008-03-21 02:10:48
213224,36829,3435,1906,1,1315.00,1315.00,2008-03-21 05:56:14
226018,47118,5213,1906,2,1325.00,2650.00,2008-03-21 02:26:57
231498,18337,7088,1906,2,633.00,1266.00,2008-03-21 08:47:54
7896,6294,1314,1907,12,230.00,2760.00,2008-03-22 10:44:09
14777,15123,4392,1907,28,21.00,588.00,2008-03-22 01:50:35
22167,2593,1319,1907,26,152.00,3952.00,2008-03-22 01:17:57
29901,36062,7725,1907,2,127.00,254.00,2008-03-22 08:15:52
35492,18575,8639,1907,24,75.00,1800.00,2008-03-22 06:28:57
40370,19650,567,1907,22,340.00,7480.00,2008-03-22 11:28:18
47904,39787,8561,1907,12,194.00,2328.00,2008-03-22 11:28:32
51031,10712,5374,1907,2,229.00,458.00,2008-03-22 02:08:08
58190,38813,2135,1907,7,196.00,1372.00,2008-03-22 09:45:55
67424,14757,6944,1907,14,232.00,3248.00,2008-03-22 06:34:06
75693,5459,7623,1907,22,43.00,946.00,2008-03-22 10:50:35
81325,16567,938,1907,3,401.00,1203.00,2008-03-22 03:07:40
86012,48633,4120,1907,1,163.00,163.00,2008-03-22 08:37:55
92548,2924,5364,1907,14,359.00,5026.00,2008-03-22 12:57:03
97875,2262,354,1907,20,434.00,8680.00,2008-03-22 12:32:18
104856,10885,2399,1907,8,452.00,3616.00,2008-03-22 09:31:09
110127,42721,113,1907,24,30.00,720.00,2008-03-22 06:52:33
117320,293,5237,1907,5,73.00,365.00,2008-03-22 05:38:02
124090,20254,3174,1907,4,381.00,1524.00,2008-03-22 08:55:51
133421,6175,6953,1907,14,463.00,6482.00,2008-03-22 01:36:47
141467,6612,5077,1907,2,203.00,406.00,2008-03-22 05:45:08
149215,30168,5116,1907,5,264.00,1320.00,2008-03-22 03:23:32
154107,47602,4920,1907,10,411.00,4110.00,2008-03-22 01:56:23
161868,42298,116,1907,1,437.00,437.00,2008-03-22 07:16:58
165584,6409,3436,1907,5,196.00,980.00,2008-03-22 03:30:31
172019,38584,7343,1907,12,500.00,6000.00,2008-03-22 08:18:19
181203,36292,5317,1907,2,255.00,510.00,2008-03-22 02:06:20
214230,47680,8639,1907,7,2213.00,15491.00,2008-03-22 09:38:27
218231,9051,8622,1907,3,2222.00,6666.00,2008-03-22 03:21:28
226024,32308,1463,1907,8,1114.00,8912.00,2008-03-22 08:00:43
233667,920,5220,1907,8,2151.00,17208.00,2008-03-22 09:37:50
8712,28651,1791,1908,24,83.00,1992.00,2008-03-23 10:48:57
17244,39117,4795,1908,28,39.00,1092.00,2008-03-23 09:36:11
27724,6077,6525,1908,16,135.00,2160.00,2008-03-23 01:41:21
35296,13028,5376,1908,8,122.00,976.00,2008-03-23 03:41:28
46893,41274,2277,1908,10,230.00,2300.00,2008-03-23 01:37:10
60134,8999,132,1908,6,148.00,888.00,2008-03-23 05:53:36
67616,20271,7889,1908,22,452.00,9944.00,2008-03-23 06:56:10
76607,29757,4232,1908,14,219.00,3066.00,2008-03-23 11:10:30
83919,7875,2881,1908,2,429.00,858.00,2008-03-23 01:26:15
89190,45702,4189,1908,16,26.00,416.00,2008-03-23 05:57:22
99870,26201,1677,1908,2,304.00,608.00,2008-03-23 06:44:42
108238,37911,4934,1908,7,287.00,2009.00,2008-03-23 10:49:49
111268,37859,212,1908,18,177.00,3186.00,2008-03-23 03:17:43
115637,46502,7084,1908,14,32.00,448.00,2008-03-23 05:57:16
122235,32933,3364,1908,10,333.00,3330.00,2008-03-23 05:54:32
128006,9263,4662,1908,5,204.00,1020.00,2008-03-23 02:19:46
138476,16560,7908,1908,10,381.00,3810.00,2008-03-23 06:45:21
145970,8778,6806,1908,3,290.00,870.00,2008-03-23 09:19:24
155961,44188,1516,1908,4,120.00,480.00,2008-03-23 04:59:52
161404,23930,3646,1908,5,119.00,595.00,2008-03-23 12:53:13
167891,15894,4460,1908,9,110.00,990.00,2008-03-23 07:57:22
180929,49766,4110,1908,18,433.00,7794.00,2008-03-23 04:26:23
212897,45552,85,1908,3,2014.00,6042.00,2008-03-23 06:43:20
219392,48703,3440,1908,6,2091.00,12546.00,2008-03-23 01:40:12
228802,23834,1126,1908,3,1637.00,4911.00,2008-03-23 07:13:59
6856,20954,3303,1909,5,169.00,845.00,2008-03-24 04:50:07
15481,39249,5085,1909,12,159.00,1908.00,2008-03-24 12:13:43
24475,38621,937,1909,4,109.00,436.00,2008-03-24 03:57:24
29067,21662,153,1909,20,25.00,500.00,2008-03-24 10:49:38
39222,39500,6617,1909,5,28.00,140.00,2008-03-24 07:41:29
45752,14923,1319,1909,1,30.00,30.00,2008-03-24 02:52:13
52231,9039,6777,1909,5,272.00,1360.00,2008-03-24 08:11:18
56391,12990,5894,1909,8,90.00,720.00,2008-03-24 10:23:27
61665,13391,6246,1909,1,219.00,219.00,2008-03-24 08:23:28
65886,14121,4670,1909,20,202.00,4040.00,2008-03-24 08:10:06
72300,28888,678,1909,10,122.00,1220.00,2008-03-24 06:14:18
79322,32747,6585,1909,1,407.00,407.00,2008-03-24 07:07:05
96129,26351,6871,1909,6,383.00,2298.00,2008-03-24 05:39:31
103111,36317,8610,1909,12,193.00,2316.00,2008-03-24 12:48:00
110702,26122,8193,1909,22,416.00,9152.00,2008-03-24 05:47:32
117174,34459,8089,1909,6,367.00,2202.00,2008-03-24 02:52:26
126859,11483,748,1909,3,299.00,897.00,2008-03-24 12:50:58
132629,41091,6962,1909,3,447.00,1341.00,2008-03-24 02:38:01
144206,44498,2674,1909,1,252.00,252.00,2008-03-24 03:02:18
148752,32385,2338,1909,8,195.00,1560.00,2008-03-24 01:08:01
153938,2567,2188,1909,18,478.00,8604.00,2008-03-24 01:30:26
161438,46747,2653,1909,8,325.00,2600.00,2008-03-24 03:45:48
168038,13335,8124,1909,6,126.00,756.00,2008-03-24 01:57:39
172767,37148,6037,1909,10,90.00,900.00,2008-03-24 08:50:22
180373,37307,496,1909,20,393.00,7860.00,2008-03-24 04:11:37
212350,12735,4264,1909,6,1947.00,11682.00,2008-03-24 05:50:13
218473,31755,3995,1909,7,980.00,6860.00,2008-03-24 01:46:49
222760,10478,3243,1909,3,2391.00,7173.00,2008-03-24 01:33:34
231478,474,2624,1909,3,1695.00,5085.00,2008-03-24 01:19:23
2890,23479,6077,1910,16,155.00,2480.00,2008-03-25 11:05:01
8343,3483,7228,1910,10,161.00,1610.00,2008-03-25 05:41:20
15717,46077,8348,1910,9,226.00,2034.00,2008-03-25 04:05:52
22482,42950,4639,1910,20,228.00,4560.00,2008-03-25 12:17:06
32185,7394,3077,1910,14,70.00,980.00,2008-03-25 07:21:52
37769,9483,6016,1910,4,170.00,680.00,2008-03-25 04:17:02
48629,5410,6940,1910,16,36.00,576.00,2008-03-25 01:36:14
54208,34732,519,1910,3,180.00,540.00,2008-03-25 01:43:04
61828,11225,426,1910,16,488.00,7808.00,2008-03-25 02:00:56
